resultId,year,status,country
1,2008,Finished,Australia
2,2008,Finished,Australia
3,2008,Finished,Australia
4,2008,Finished,Australia
5,2008,Finished,Australia
6,2008,Finished,Australia
7,2008,Car Fault,Australia
8,2008,Car Fault,Australia
9,2008,Accident,Australia
10,2008,Accident,Australia
11,2008,Car Fault,Australia
12,2008,Car Fault,Australia
13,2008,Car Fault,Australia
14,2008,Accident,Australia
15,2008,Car Fault,Australia
16,2008,Car Fault,Australia
17,2008,Accident,Australia
18,2008,Accident,Australia
19,2008,Accident,Australia
20,2008,Accident,Australia
21,2008,Accident,Australia
22,2008,Disqualified,Australia
23,2008,Finished,Malaysia
24,2008,Finished,Malaysia
25,2008,Finished,Malaysia
26,2008,Finished,Malaysia
27,2008,Finished,Malaysia
28,2008,Finished,Malaysia
29,2008,Finished,Malaysia
30,2008,Finished,Malaysia
31,2008,Finished,Malaysia
32,2008,Finished,Malaysia
33,2008,Finished,Malaysia
34,2008,Finished,Malaysia
35,2008,Finished,Malaysia
36,2008,Finished,Malaysia
37,2008,Finished,Malaysia
38,2008,Finished,Malaysia
39,2008,Finished,Malaysia
40,2008,Car Fault,Malaysia
41,2008,Accident,Malaysia
42,2008,Car Fault,Malaysia
43,2008,Accident,Malaysia
44,2008,Accident,Malaysia
45,2008,Finished,Bahrain
46,2008,Finished,Bahrain
47,2008,Finished,Bahrain
48,2008,Finished,Bahrain
49,2008,Finished,Bahrain
50,2008,Finished,Bahrain
51,2008,Finished,Bahrain
52,2008,Finished,Bahrain
53,2008,Finished,Bahrain
54,2008,Finished,Bahrain
55,2008,Finished,Bahrain
56,2008,Finished,Bahrain
57,2008,Finished,Bahrain
58,2008,Finished,Bahrain
59,2008,Finished,Bahrain
60,2008,Finished,Bahrain
61,2008,Finished,Bahrain
62,2008,Finished,Bahrain
63,2008,Finished,Bahrain
64,2008,Car Fault,Bahrain
65,2008,Accident,Bahrain
66,2008,Car Fault,Bahrain
67,2008,Finished,Spain
68,2008,Finished,Spain
69,2008,Finished,Spain
70,2008,Finished,Spain
71,2008,Finished,Spain
72,2008,Finished,Spain
73,2008,Finished,Spain
74,2008,Finished,Spain
75,2008,Finished,Spain
76,2008,Finished,Spain
77,2008,Finished,Spain
78,2008,Finished,Spain
79,2008,Finished,Spain
80,2008,Car Fault,Spain
81,2008,Car Fault,Spain
82,2008,Accident,Spain
83,2008,Accident,Spain
84,2008,Car Fault,Spain
85,2008,Accident,Spain
86,2008,Accident,Spain
87,2008,Accident,Spain
88,2008,Accident,Spain
89,2008,Finished,Turkey
90,2008,Finished,Turkey
91,2008,Finished,Turkey
92,2008,Finished,Turkey
93,2008,Finished,Turkey
94,2008,Finished,Turkey
95,2008,Finished,Turkey
96,2008,Finished,Turkey
97,2008,Finished,Turkey
98,2008,Finished,Turkey
99,2008,Finished,Turkey
100,2008,Finished,Turkey
101,2008,Finished,Turkey
102,2008,Finished,Turkey
103,2008,Finished,Turkey
104,2008,Finished,Turkey
105,2008,Finished,Turkey
106,2008,Car Fault,Turkey
107,2008,Accident,Turkey
108,2008,Accident,Turkey
109,2008,Finished,Monaco
110,2008,Finished,Monaco
111,2008,Finished,Monaco
112,2008,Finished,Monaco
113,2008,Finished,Monaco
114,2008,Finished,Monaco
115,2008,Finished,Monaco
116,2008,Finished,Monaco
117,2008,Finished,Monaco
118,2008,Finished,Monaco
119,2008,Finished,Monaco
120,2008,Finished,Monaco
121,2008,Finished,Monaco
122,2008,Finished,Monaco
123,2008,Accident,Monaco
124,2008,Accident,Monaco
125,2008,Accident,Monaco
126,2008,Car Fault,Monaco
127,2008,Accident,Monaco
128,2008,Accident,Monaco
129,2008,Finished,Canada
130,2008,Finished,Canada
131,2008,Finished,Canada
132,2008,Finished,Canada
133,2008,Finished,Canada
134,2008,Finished,Canada
135,2008,Finished,Canada
136,2008,Finished,Canada
137,2008,Finished,Canada
138,2008,Finished,Canada
139,2008,Finished,Canada
140,2008,Finished,Canada
141,2008,Finished,Canada
142,2008,Accident,Canada
143,2008,Accident,Canada
144,2008,Accident,Canada
145,2008,Car Fault,Canada
146,2008,Accident,Canada
147,2008,Accident,Canada
148,2008,Car Fault,Canada
149,2008,Finished,France
150,2008,Finished,France
151,2008,Finished,France
152,2008,Finished,France
153,2008,Finished,France
154,2008,Finished,France
155,2008,Finished,France
156,2008,Finished,France
157,2008,Finished,France
158,2008,Finished,France
159,2008,Finished,France
160,2008,Finished,France
161,2008,Finished,France
162,2008,Finished,France
163,2008,Finished,France
164,2008,Finished,France
165,2008,Finished,France
166,2008,Finished,France
167,2008,Finished,France
168,2008,Accident,France
169,2008,Finished,UK
170,2008,Finished,UK
171,2008,Finished,UK
172,2008,Finished,UK
173,2008,Finished,UK
174,2008,Finished,UK
175,2008,Finished,UK
176,2008,Finished,UK
177,2008,Finished,UK
178,2008,Finished,UK
179,2008,Finished,UK
180,2008,Finished,UK
181,2008,Finished,UK
182,2008,Accident,UK
183,2008,Accident,UK
184,2008,Accident,UK
185,2008,Accident,UK
186,2008,Accident,UK
187,2008,Accident,UK
188,2008,Accident,UK
189,2008,Finished,Germany
190,2008,Finished,Germany
191,2008,Finished,Germany
192,2008,Finished,Germany
193,2008,Finished,Germany
194,2008,Finished,Germany
195,2008,Finished,Germany
196,2008,Finished,Germany
197,2008,Finished,Germany
198,2008,Finished,Germany
199,2008,Finished,Germany
200,2008,Finished,Germany
201,2008,Finished,Germany
202,2008,Finished,Germany
203,2008,Finished,Germany
204,2008,Finished,Germany
205,2008,Finished,Germany
206,2008,Accident,Germany
207,2008,Car Fault,Germany
208,2008,Car Fault,Germany
209,2008,Finished,Hungary
210,2008,Finished,Hungary
211,2008,Finished,Hungary
212,2008,Finished,Hungary
213,2008,Finished,Hungary
214,2008,Finished,Hungary
215,2008,Finished,Hungary
216,2008,Finished,Hungary
217,2008,Finished,Hungary
218,2008,Finished,Hungary
219,2008,Finished,Hungary
220,2008,Finished,Hungary
221,2008,Finished,Hungary
222,2008,Finished,Hungary
223,2008,Finished,Hungary
224,2008,Finished,Hungary
225,2008,Car Fault,Hungary
226,2008,Finished,Hungary
227,2008,Car Fault,Hungary
228,2008,Car Fault,Hungary
229,2008,Finished,Spain
230,2008,Finished,Spain
231,2008,Finished,Spain
232,2008,Finished,Spain
233,2008,Finished,Spain
234,2008,Finished,Spain
235,2008,Finished,Spain
236,2008,Finished,Spain
237,2008,Finished,Spain
238,2008,Finished,Spain
239,2008,Finished,Spain
240,2008,Finished,Spain
241,2008,Finished,Spain
242,2008,Finished,Spain
243,2008,Finished,Spain
244,2008,Finished,Spain
245,2008,Finished,Spain
246,2008,Car Fault,Spain
247,2008,Accident,Spain
248,2008,Accident,Spain
249,2008,Finished,Belgium
250,2008,Finished,Belgium
251,2008,Finished,Belgium
252,2008,Finished,Belgium
253,2008,Finished,Belgium
254,2008,Finished,Belgium
255,2008,Finished,Belgium
256,2008,Finished,Belgium
257,2008,Finished,Belgium
258,2008,Car Fault,Belgium
259,2008,Finished,Belgium
260,2008,Finished,Belgium
261,2008,Finished,Belgium
262,2008,Finished,Belgium
263,2008,Finished,Belgium
264,2008,Finished,Belgium
265,2008,Finished,Belgium
266,2008,Accident,Belgium
267,2008,Car Fault,Belgium
268,2008,Accident,Belgium
269,2008,Finished,Italy
270,2008,Finished,Italy
271,2008,Finished,Italy
272,2008,Finished,Italy
273,2008,Finished,Italy
274,2008,Finished,Italy
275,2008,Finished,Italy
276,2008,Finished,Italy
277,2008,Finished,Italy
278,2008,Finished,Italy
279,2008,Finished,Italy
280,2008,Finished,Italy
281,2008,Finished,Italy
282,2008,Finished,Italy
283,2008,Finished,Italy
284,2008,Finished,Italy
285,2008,Finished,Italy
286,2008,Finished,Italy
287,2008,Finished,Italy
288,2008,Accident,Italy
289,2008,Finished,Singapore
290,2008,Finished,Singapore
291,2008,Finished,Singapore
292,2008,Finished,Singapore
293,2008,Finished,Singapore
294,2008,Finished,Singapore
295,2008,Finished,Singapore
296,2008,Finished,Singapore
297,2008,Finished,Singapore
298,2008,Finished,Singapore
299,2008,Finished,Singapore
300,2008,Finished,Singapore
301,2008,Finished,Singapore
302,2008,Finished,Singapore
303,2008,Accident,Singapore
304,2008,Car Fault,Singapore
305,2008,Accident,Singapore
306,2008,Car Fault,Singapore
307,2008,Car Fault,Singapore
308,2008,Accident,Singapore
309,2008,Finished,Japan
310,2008,Finished,Japan
311,2008,Finished,Japan
312,2008,Finished,Japan
313,2008,Finished,Japan
314,2008,Finished,Japan
315,2008,Finished,Japan
316,2008,Finished,Japan
317,2008,Finished,Japan
318,2008,Finished,Japan
319,2008,Finished,Japan
320,2008,Finished,Japan
321,2008,Finished,Japan
322,2008,Finished,Japan
323,2008,Finished,Japan
324,2008,Car Fault,Japan
325,2008,Car Fault,Japan
326,2008,Car Fault,Japan
327,2008,Car Fault,Japan
328,2008,Accident,Japan
329,2008,Finished,China
330,2008,Finished,China
331,2008,Finished,China
332,2008,Finished,China
333,2008,Finished,China
334,2008,Finished,China
335,2008,Finished,China
336,2008,Finished,China
337,2008,Finished,China
338,2008,Finished,China
339,2008,Finished,China
340,2008,Finished,China
341,2008,Finished,China
342,2008,Finished,China
343,2008,Finished,China
344,2008,Finished,China
345,2008,Finished,China
346,2008,Car Fault,China
347,2008,Car Fault,China
348,2008,Accident,China
349,2008,Finished,Brazil
350,2008,Finished,Brazil
351,2008,Finished,Brazil
352,2008,Finished,Brazil
353,2008,Finished,Brazil
354,2008,Finished,Brazil
355,2008,Finished,Brazil
356,2008,Finished,Brazil
357,2008,Finished,Brazil
358,2008,Finished,Brazil
359,2008,Finished,Brazil
360,2008,Finished,Brazil
361,2008,Finished,Brazil
362,2008,Finished,Brazil
363,2008,Finished,Brazil
364,2008,Finished,Brazil
365,2008,Finished,Brazil
366,2008,Finished,Brazil
367,2008,Accident,Brazil
368,2008,Accident,Brazil
369,2007,Finished,Australia
370,2007,Finished,Australia
371,2007,Finished,Australia
372,2007,Finished,Australia
373,2007,Finished,Australia
374,2007,Finished,Australia
375,2007,Finished,Australia
376,2007,Finished,Australia
377,2007,Finished,Australia
378,2007,Finished,Australia
379,2007,Finished,Australia
380,2007,Finished,Australia
381,2007,Finished,Australia
382,2007,Finished,Australia
383,2007,Finished,Australia
384,2007,Finished,Australia
385,2007,Finished,Australia
386,2007,Accident,Australia
387,2007,Accident,Australia
388,2007,Car Fault,Australia
389,2007,Car Fault,Australia
390,2007,Accident,Australia
391,2007,Finished,Malaysia
392,2007,Finished,Malaysia
393,2007,Finished,Malaysia
394,2007,Finished,Malaysia
395,2007,Finished,Malaysia
396,2007,Finished,Malaysia
397,2007,Finished,Malaysia
398,2007,Finished,Malaysia
399,2007,Finished,Malaysia
400,2007,Finished,Malaysia
401,2007,Finished,Malaysia
402,2007,Finished,Malaysia
403,2007,Finished,Malaysia
404,2007,Finished,Malaysia
405,2007,Finished,Malaysia
406,2007,Finished,Malaysia
407,2007,Finished,Malaysia
408,2007,Finished,Malaysia
409,2007,Car Fault,Malaysia
410,2007,Car Fault,Malaysia
411,2007,Car Fault,Malaysia
412,2007,Accident,Malaysia
413,2007,Finished,Bahrain
414,2007,Finished,Bahrain
415,2007,Finished,Bahrain
416,2007,Finished,Bahrain
417,2007,Finished,Bahrain
418,2007,Finished,Bahrain
419,2007,Finished,Bahrain
420,2007,Finished,Bahrain
421,2007,Finished,Bahrain
422,2007,Finished,Bahrain
423,2007,Finished,Bahrain
424,2007,Finished,Bahrain
425,2007,Finished,Bahrain
426,2007,Finished,Bahrain
427,2007,Finished,Bahrain
428,2007,Car Fault,Bahrain
429,2007,Car Fault,Bahrain
430,2007,Car Fault,Bahrain
431,2007,Car Fault,Bahrain
432,2007,Car Fault,Bahrain
433,2007,Accident,Bahrain
434,2007,Accident,Bahrain
435,2007,Finished,Spain
436,2007,Finished,Spain
437,2007,Finished,Spain
438,2007,Finished,Spain
439,2007,Finished,Spain
440,2007,Finished,Spain
441,2007,Finished,Spain
442,2007,Finished,Spain
443,2007,Finished,Spain
444,2007,Finished,Spain
445,2007,Finished,Spain
446,2007,Finished,Spain
447,2007,Finished,Spain
448,2007,Finished,Spain
449,2007,Car Fault,Spain
450,2007,Car Fault,Spain
451,2007,Other,Spain
452,2007,Car Fault,Spain
453,2007,Car Fault,Spain
454,2007,Car Fault,Spain
455,2007,Car Fault,Spain
456,2007,Accident,Spain
457,2007,Finished,Monaco
458,2007,Finished,Monaco
459,2007,Finished,Monaco
460,2007,Finished,Monaco
461,2007,Finished,Monaco
462,2007,Finished,Monaco
463,2007,Finished,Monaco
464,2007,Finished,Monaco
465,2007,Finished,Monaco
466,2007,Finished,Monaco
467,2007,Finished,Monaco
468,2007,Finished,Monaco
469,2007,Car Fault,Monaco
470,2007,Finished,Monaco
471,2007,Finished,Monaco
472,2007,Finished,Monaco
473,2007,Finished,Monaco
474,2007,Finished,Monaco
475,2007,Car Fault,Monaco
476,2007,Accident,Monaco
477,2007,Car Fault,Monaco
478,2007,Accident,Monaco
479,2007,Finished,Canada
480,2007,Finished,Canada
481,2007,Finished,Canada
482,2007,Finished,Canada
483,2007,Finished,Canada
484,2007,Finished,Canada
485,2007,Finished,Canada
486,2007,Finished,Canada
487,2007,Finished,Canada
488,2007,Finished,Canada
489,2007,Finished,Canada
490,2007,Finished,Canada
491,2007,Accident,Canada
492,2007,Accident,Canada
493,2007,Car Fault,Canada
494,2007,Car Fault,Canada
495,2007,Accident,Canada
496,2007,Accident,Canada
497,2007,Accident,Canada
498,2007,Car Fault,Canada
499,2007,Disqualified,Canada
500,2007,Disqualified,Canada
501,2007,Finished,USA
502,2007,Finished,USA
503,2007,Finished,USA
504,2007,Finished,USA
505,2007,Finished,USA
506,2007,Finished,USA
507,2007,Finished,USA
508,2007,Finished,USA
509,2007,Finished,USA
510,2007,Finished,USA
511,2007,Finished,USA
512,2007,Finished,USA
513,2007,Finished,USA
514,2007,Finished,USA
515,2007,Finished,USA
516,2007,Car Fault,USA
517,2007,Car Fault,USA
518,2007,Car Fault,USA
519,2007,Accident,USA
520,2007,Accident,USA
521,2007,Accident,USA
522,2007,Accident,USA
523,2007,Finished,France
524,2007,Finished,France
525,2007,Finished,France
526,2007,Finished,France
527,2007,Finished,France
528,2007,Finished,France
529,2007,Finished,France
530,2007,Finished,France
531,2007,Finished,France
532,2007,Finished,France
533,2007,Finished,France
534,2007,Finished,France
535,2007,Finished,France
536,2007,Finished,France
537,2007,Finished,France
538,2007,Finished,France
539,2007,Finished,France
540,2007,Car Fault,France
541,2007,Other,France
542,2007,Accident,France
543,2007,Accident,France
544,2007,Accident,France
545,2007,Finished,UK
546,2007,Finished,UK
547,2007,Finished,UK
548,2007,Finished,UK
549,2007,Finished,UK
550,2007,Finished,UK
551,2007,Finished,UK
552,2007,Finished,UK
553,2007,Finished,UK
554,2007,Finished,UK
555,2007,Finished,UK
556,2007,Finished,UK
557,2007,Finished,UK
558,2007,Finished,UK
559,2007,Finished,UK
560,2007,Car Fault,UK
561,2007,Other,UK
562,2007,Car Fault,UK
563,2007,Accident,UK
564,2007,Car Fault,UK
565,2007,Car Fault,UK
566,2007,Car Fault,UK
567,2007,Finished,Germany
568,2007,Finished,Germany
569,2007,Finished,Germany
570,2007,Finished,Germany
571,2007,Finished,Germany
572,2007,Finished,Germany
573,2007,Finished,Germany
574,2007,Finished,Germany
575,2007,Finished,Germany
576,2007,Finished,Germany
577,2007,Finished,Germany
578,2007,Finished,Germany
579,2007,Finished,Germany
580,2007,Car Fault,Germany
581,2007,Other,Germany
582,2007,Accident,Germany
583,2007,Car Fault,Germany
584,2007,Accident,Germany
585,2007,Accident,Germany
586,2007,Accident,Germany
587,2007,Accident,Germany
588,2007,Accident,Germany
589,2007,Finished,Hungary
590,2007,Finished,Hungary
591,2007,Finished,Hungary
592,2007,Finished,Hungary
593,2007,Finished,Hungary
594,2007,Finished,Hungary
595,2007,Finished,Hungary
596,2007,Finished,Hungary
597,2007,Finished,Hungary
598,2007,Finished,Hungary
599,2007,Finished,Hungary
600,2007,Finished,Hungary
601,2007,Finished,Hungary
602,2007,Finished,Hungary
603,2007,Finished,Hungary
604,2007,Finished,Hungary
605,2007,Finished,Hungary
606,2007,Finished,Hungary
607,2007,Car Fault,Hungary
608,2007,Accident,Hungary
609,2007,Car Fault,Hungary
610,2007,Accident,Hungary
611,2007,Finished,Turkey
612,2007,Finished,Turkey
613,2007,Finished,Turkey
614,2007,Finished,Turkey
615,2007,Finished,Turkey
616,2007,Finished,Turkey
617,2007,Finished,Turkey
618,2007,Finished,Turkey
619,2007,Finished,Turkey
620,2007,Finished,Turkey
621,2007,Finished,Turkey
622,2007,Finished,Turkey
623,2007,Finished,Turkey
624,2007,Finished,Turkey
625,2007,Finished,Turkey
626,2007,Finished,Turkey
627,2007,Finished,Turkey
628,2007,Finished,Turkey
629,2007,Finished,Turkey
630,2007,Finished,Turkey
631,2007,Car Fault,Turkey
632,2007,Car Fault,Turkey
633,2007,Finished,Italy
634,2007,Finished,Italy
635,2007,Finished,Italy
636,2007,Finished,Italy
637,2007,Finished,Italy
638,2007,Finished,Italy
639,2007,Finished,Italy
640,2007,Finished,Italy
641,2007,Finished,Italy
642,2007,Finished,Italy
643,2007,Finished,Italy
644,2007,Finished,Italy
645,2007,Finished,Italy
646,2007,Finished,Italy
647,2007,Finished,Italy
648,2007,Finished,Italy
649,2007,Finished,Italy
650,2007,Finished,Italy
651,2007,Finished,Italy
652,2007,Finished,Italy
653,2007,Car Fault,Italy
654,2007,Accident,Italy
655,2007,Finished,Belgium
656,2007,Finished,Belgium
657,2007,Finished,Belgium
658,2007,Finished,Belgium
659,2007,Finished,Belgium
660,2007,Finished,Belgium
661,2007,Finished,Belgium
662,2007,Finished,Belgium
663,2007,Finished,Belgium
664,2007,Finished,Belgium
665,2007,Finished,Belgium
666,2007,Finished,Belgium
667,2007,Finished,Belgium
668,2007,Finished,Belgium
669,2007,Finished,Belgium
670,2007,Finished,Belgium
671,2007,Finished,Belgium
672,2007,Car Fault,Belgium
673,2007,Car Fault,Belgium
674,2007,Car Fault,Belgium
675,2007,Car Fault,Belgium
676,2007,Car Fault,Belgium
677,2007,Finished,Japan
678,2007,Finished,Japan
679,2007,Finished,Japan
680,2007,Finished,Japan
681,2007,Finished,Japan
682,2007,Finished,Japan
683,2007,Finished,Japan
684,2007,Finished,Japan
685,2007,Finished,Japan
686,2007,Finished,Japan
687,2007,Car Fault,Japan
688,2007,Finished,Japan
689,2007,Finished,Japan
690,2007,Car Fault,Japan
691,2007,Accident,Japan
692,2007,Car Fault,Japan
693,2007,Car Fault,Japan
694,2007,Car Fault,Japan
695,2007,Accident,Japan
696,2007,Accident,Japan
697,2007,Accident,Japan
698,2007,Accident,Japan
699,2007,Finished,China
700,2007,Finished,China
701,2007,Finished,China
702,2007,Finished,China
703,2007,Finished,China
704,2007,Finished,China
705,2007,Finished,China
706,2007,Finished,China
707,2007,Finished,China
708,2007,Finished,China
709,2007,Finished,China
710,2007,Finished,China
711,2007,Finished,China
712,2007,Finished,China
713,2007,Finished,China
714,2007,Finished,China
715,2007,Finished,China
716,2007,Car Fault,China
717,2007,Accident,China
718,2007,Accident,China
719,2007,Accident,China
720,2007,Car Fault,China
721,2007,Finished,Brazil
722,2007,Finished,Brazil
723,2007,Finished,Brazil
724,2007,Finished,Brazil
725,2007,Finished,Brazil
726,2007,Finished,Brazil
727,2007,Finished,Brazil
728,2007,Finished,Brazil
729,2007,Finished,Brazil
730,2007,Finished,Brazil
731,2007,Finished,Brazil
732,2007,Finished,Brazil
733,2007,Finished,Brazil
734,2007,Finished,Brazil
735,2007,Car Fault,Brazil
736,2007,Car Fault,Brazil
737,2007,Accident,Brazil
738,2007,Car Fault,Brazil
739,2007,Car Fault,Brazil
740,2007,Car Fault,Brazil
741,2007,Accident,Brazil
742,2007,Accident,Brazil
743,2006,Finished,Bahrain
744,2006,Finished,Bahrain
745,2006,Finished,Bahrain
746,2006,Finished,Bahrain
747,2006,Finished,Bahrain
748,2006,Finished,Bahrain
749,2006,Finished,Bahrain
750,2006,Finished,Bahrain
751,2006,Finished,Bahrain
752,2006,Finished,Bahrain
753,2006,Finished,Bahrain
754,2006,Finished,Bahrain
755,2006,Finished,Bahrain
756,2006,Finished,Bahrain
757,2006,Finished,Bahrain
758,2006,Finished,Bahrain
759,2006,Finished,Bahrain
760,2006,Finished,Bahrain
761,2006,Car Fault,Bahrain
762,2006,Car Fault,Bahrain
763,2006,Car Fault,Bahrain
764,2006,Car Fault,Bahrain
765,2006,Finished,Malaysia
766,2006,Finished,Malaysia
767,2006,Finished,Malaysia
768,2006,Finished,Malaysia
769,2006,Finished,Malaysia
770,2006,Finished,Malaysia
771,2006,Finished,Malaysia
772,2006,Finished,Malaysia
773,2006,Finished,Malaysia
774,2006,Finished,Malaysia
775,2006,Finished,Malaysia
776,2006,Finished,Malaysia
777,2006,Finished,Malaysia
778,2006,Finished,Malaysia
779,2006,Car Fault,Malaysia
780,2006,Car Fault,Malaysia
781,2006,Car Fault,Malaysia
782,2006,Car Fault,Malaysia
783,2006,Car Fault,Malaysia
784,2006,Car Fault,Malaysia
785,2006,Car Fault,Malaysia
786,2006,Accident,Malaysia
787,2006,Finished,Australia
788,2006,Finished,Australia
789,2006,Finished,Australia
790,2006,Finished,Australia
791,2006,Finished,Australia
792,2006,Finished,Australia
793,2006,Finished,Australia
794,2006,Finished,Australia
795,2006,Finished,Australia
796,2006,Finished,Australia
797,2006,Finished,Australia
798,2006,Finished,Australia
799,2006,Finished,Australia
800,2006,Car Fault,Australia
801,2006,Car Fault,Australia
802,2006,Accident,Australia
803,2006,Accident,Australia
804,2006,Car Fault,Australia
805,2006,Accident,Australia
806,2006,Accident,Australia
807,2006,Accident,Australia
808,2006,Accident,Australia
809,2006,Finished,Italy
810,2006,Finished,Italy
811,2006,Finished,Italy
812,2006,Finished,Italy
813,2006,Finished,Italy
814,2006,Finished,Italy
815,2006,Finished,Italy
816,2006,Finished,Italy
817,2006,Finished,Italy
818,2006,Finished,Italy
819,2006,Finished,Italy
820,2006,Finished,Italy
821,2006,Finished,Italy
822,2006,Finished,Italy
823,2006,Finished,Italy
824,2006,Finished,Italy
825,2006,Car Fault,Italy
826,2006,Accident,Italy
827,2006,Car Fault,Italy
828,2006,Car Fault,Italy
829,2006,Car Fault,Italy
830,2006,Accident,Italy
831,2006,Finished,Germany
832,2006,Finished,Germany
833,2006,Finished,Germany
834,2006,Finished,Germany
835,2006,Finished,Germany
836,2006,Finished,Germany
837,2006,Finished,Germany
838,2006,Finished,Germany
839,2006,Finished,Germany
840,2006,Finished,Germany
841,2006,Finished,Germany
842,2006,Finished,Germany
843,2006,Finished,Germany
844,2006,Car Fault,Germany
845,2006,Car Fault,Germany
846,2006,Car Fault,Germany
847,2006,Car Fault,Germany
848,2006,Car Fault,Germany
849,2006,Car Fault,Germany
850,2006,Car Fault,Germany
851,2006,Accident,Germany
852,2006,Accident,Germany
853,2006,Finished,Spain
854,2006,Finished,Spain
855,2006,Finished,Spain
856,2006,Finished,Spain
857,2006,Finished,Spain
858,2006,Finished,Spain
859,2006,Finished,Spain
860,2006,Finished,Spain
861,2006,Finished,Spain
862,2006,Finished,Spain
863,2006,Finished,Spain
864,2006,Finished,Spain
865,2006,Finished,Spain
866,2006,Finished,Spain
867,2006,Car Fault,Spain
868,2006,Finished,Spain
869,2006,Finished,Spain
870,2006,Car Fault,Spain
871,2006,Car Fault,Spain
872,2006,Car Fault,Spain
873,2006,Accident,Spain
874,2006,Car Fault,Spain
875,2006,Finished,Monaco
876,2006,Finished,Monaco
877,2006,Finished,Monaco
878,2006,Finished,Monaco
879,2006,Finished,Monaco
880,2006,Finished,Monaco
881,2006,Finished,Monaco
882,2006,Finished,Monaco
883,2006,Finished,Monaco
884,2006,Finished,Monaco
885,2006,Finished,Monaco
886,2006,Finished,Monaco
887,2006,Finished,Monaco
888,2006,Finished,Monaco
889,2006,Finished,Monaco
890,2006,Finished,Monaco
891,2006,Car Fault,Monaco
892,2006,Car Fault,Monaco
893,2006,Accident,Monaco
894,2006,Car Fault,Monaco
895,2006,Car Fault,Monaco
896,2006,Car Fault,Monaco
897,2006,Finished,UK
898,2006,Finished,UK
899,2006,Finished,UK
900,2006,Finished,UK
901,2006,Finished,UK
902,2006,Finished,UK
903,2006,Finished,UK
904,2006,Finished,UK
905,2006,Finished,UK
906,2006,Finished,UK
907,2006,Finished,UK
908,2006,Finished,UK
909,2006,Finished,UK
910,2006,Finished,UK
911,2006,Finished,UK
912,2006,Finished,UK
913,2006,Finished,UK
914,2006,Finished,UK
915,2006,Car Fault,UK
916,2006,Accident,UK
917,2006,Accident,UK
918,2006,Accident,UK
919,2006,Finished,Canada
920,2006,Finished,Canada
921,2006,Finished,Canada
922,2006,Finished,Canada
923,2006,Finished,Canada
924,2006,Finished,Canada
925,2006,Finished,Canada
926,2006,Finished,Canada
927,2006,Finished,Canada
928,2006,Finished,Canada
929,2006,Finished,Canada
930,2006,Finished,Canada
931,2006,Finished,Canada
932,2006,Finished,Canada
933,2006,Accident,Canada
934,2006,Accident,Canada
935,2006,Other,Canada
936,2006,Accident,Canada
937,2006,Car Fault,Canada
938,2006,Car Fault,Canada
939,2006,Accident,Canada
940,2006,Accident,Canada
941,2006,Finished,USA
942,2006,Finished,USA
943,2006,Finished,USA
944,2006,Finished,USA
945,2006,Finished,USA
946,2006,Finished,USA
947,2006,Finished,USA
948,2006,Finished,USA
949,2006,Finished,USA
950,2006,Finished,USA
951,2006,Car Fault,USA
952,2006,Car Fault,USA
953,2006,Accident,USA
954,2006,Accident,USA
955,2006,Accident,USA
956,2006,Accident,USA
957,2006,Accident,USA
958,2006,Accident,USA
959,2006,Accident,USA
960,2006,Accident,USA
961,2006,Accident,USA
962,2006,Accident,USA
963,2006,Finished,France
964,2006,Finished,France
965,2006,Finished,France
966,2006,Finished,France
967,2006,Finished,France
968,2006,Finished,France
969,2006,Finished,France
970,2006,Finished,France
971,2006,Finished,France
972,2006,Finished,France
973,2006,Finished,France
974,2006,Finished,France
975,2006,Finished,France
976,2006,Finished,France
977,2006,Finished,France
978,2006,Finished,France
979,2006,Car Fault,France
980,2006,Car Fault,France
981,2006,Car Fault,France
982,2006,Car Fault,France
983,2006,Car Fault,France
984,2006,Car Fault,France
985,2006,Finished,Germany
986,2006,Finished,Germany
987,2006,Finished,Germany
988,2006,Finished,Germany
989,2006,Finished,Germany
990,2006,Finished,Germany
991,2006,Finished,Germany
992,2006,Finished,Germany
993,2006,Finished,Germany
994,2006,Finished,Germany
995,2006,Finished,Germany
996,2006,Finished,Germany
997,2006,Car Fault,Germany
998,2006,Car Fault,Germany
999,2006,Accident,Germany
1000,2006,Car Fault,Germany
1001,2006,Car Fault,Germany
1002,2006,Car Fault,Germany
1003,2006,Car Fault,Germany
1004,2006,Accident,Germany
1005,2006,Disqualified,Germany
1006,2006,Disqualified,Germany
1007,2006,Finished,Hungary
1008,2006,Finished,Hungary
1009,2006,Finished,Hungary
1010,2006,Finished,Hungary
1011,2006,Finished,Hungary
1012,2006,Finished,Hungary
1013,2006,Finished,Hungary
1014,2006,Car Fault,Hungary
1015,2006,Finished,Hungary
1016,2006,Finished,Hungary
1017,2006,Finished,Hungary
1018,2006,Car Fault,Hungary
1019,2006,Finished,Hungary
1020,2006,Car Fault,Hungary
1021,2006,Accident,Hungary
1022,2006,Accident,Hungary
1023,2006,Car Fault,Hungary
1024,2006,Accident,Hungary
1025,2006,Accident,Hungary
1026,2006,Accident,Hungary
1027,2006,Car Fault,Hungary
1028,2006,Disqualified,Hungary
1029,2006,Finished,Turkey
1030,2006,Finished,Turkey
1031,2006,Finished,Turkey
1032,2006,Finished,Turkey
1033,2006,Finished,Turkey
